1,85,3
1,124,1
1,121,0
0,123,1
1,118,1
0,117,1
0,139,1
0,115,1
1,138,1
1,123,0
1,138,1
0,136,1
1,143,1
1,111,0
0,126,1
0,137,1
1,120,1
0,129,0
1,125,1
0,117,1
1,128,1
0,135,1
0,123,2
0,123,0
1,136,1
0,132,0
1,122,0
0,112,1
0,119,0
1,118,1
0,157,1
1,148,1
1,118,1
0,118,1
0,115,1
1,150,1
1,111,1
0,118,1
1,114,4
1,137,1
1,122,0
1,129,1
1,123,1
1,105,0
1,100,1
0,132,1
0,120,0
1,123,0
0,118,0
0,143,1
0,141,0
1,125,0
0,118,0
1,122,1
0,134,0
0,135,1
0,140,1
0,131,1
1,121,1
1,126,2
1,125,1
0,124,1
0,112,1
1,123,0
0,133,1
0,128,0
1,114,1
1,117,1
0,112,0
1,141,1
1,121,1
0,122,1
0,106,1
1,114,0
0,133,1
0,114,0
0,120,1
0,116,1
0,114,6
0,144,1
1,112,0
0,110,1
0,120,1
0,113,0
1,126,1
1,116,2
0,124,1
0,118,1
0,110,0
0,117,0
1,154,1
0,103,0
1,119,0
0,129,1
1,121,0
0,147,0
1,122,0
1,116,0
1,113,0
1,125,1
1,118,0
0,126,1
0,122,1
0,135,1
1,122,0
1,112,1
0,111,0
0,132,2
0,132,1
1,109,0
1,130,1
1,124,1
1,113,1
0,126,1
0,117,0
1,106,1
0,121,2
0,129,0
0,142,0
1,113,0
0,121,1
0,114,0
1,106,0
0,125,9
0,136,3
0,113,1
