1,119,4
2,217,14
1,157,9
0,204,6
0,154,3
1,168,7
0,155,8
0,181,3
0,129,2
1,172,2
0,153,1
0,147,26
1,152,3
1,136,1
1,143,7
1,135,8
1,184,2
1,140,3
1,144,6
1,126,1
0,164,6
0,168,1
1,132,2
1,153,4
1,131,1
1,121,1
1,167,2
2,128,2
0,161,2
1,133,1
0,156,1
0,135,1
0,133,5
1,166,1
0,129,2
0,132,2
0,158,1
1,152,1
0,163,9
0,114,3
1,122,2
1,160,1
3,152,1
0,139,1
0,136,1
0,153,2
1,158,1
1,156,1
1,143,6
1,112,1
1,136,0
0,160,1
1,129,1
1,131,1
1,118,2
1,157,4
1,181,1
1,136,1
1,134,1
0,152,3
1,124,1
0,141,0
0,115,1
1,127,1
0,148,1
1,140,1
1,138,11
1,132,1
1,134,1
1,152,1
0,121,1
0,171,0
0,116,1
0,126,1
0,125,1
1,135,1
1,192,1
1,153,1
1,109,1
0,130,2
1,116,0
0,138,1
1,110,1
1,130,0
1,135,1
1,115,1
1,134,3
0,123,1
1,121,0
1,162,1
1,123,1
0,168,1
1,145,0
0,120,1
0,139,0
0,115,1
1,128,1
0,144,6
1,137,0
0,138,1
1,137,1
0,140,1
0,130,2
0,137,0
0,117,1
1,125,1
0,117,1
1,179,1
1,136,1
0,143,4
0,118,1
0,126,2
0,180,0
