14,0,94,0,99,6
16,0,92,0,3,8
21,0,80,0,2,3
15,0,64,0,2,2
5,0,59,0,2,0
12,0,73,0,2,5
5,0,63,0,3,3
11,0,58,0,1,0
5,0,56,0,1,1
6,0,60,0,2,1
11,0,51,0,0,1
5,0,55,0,3,1
7,0,55,0,6,4
5,0,68,0,1,1
7,0,58,0,1,1
5,0,67,0,2,2
6,0,56,0,2,2
5,0,57,0,10,1
4,0,53,0,4,2
4,0,59,0,1,2
4,0,53,0,1,2
9,0,49,0,3,1
4,0,56,0,2,4
5,0,40,0,1,0
9,0,60,0,2,0
4,0,56,0,2,1
4,0,50,0,1,3
11,0,61,0,4,0
8,0,66,0,1,0
5,0,62,0,1,11
4,0,48,0,2,1
6,0,77,0,6,1
6,0,54,0,2,1
6,0,54,0,1,1
8,0,51,0,1,0
4,0,68,0,1,1
3,0,64,0,2,1
4,0,53,0,1,1
4,0,55,0,1,1
4,0,48,0,1,1
12,0,54,0,2,0
4,0,65,0,1,0
3,0,62,0,1,1
4,0,57,0,2,1
4,0,67,0,1,1
4,0,44,0,1,0
4,0,52,0,1,0
4,0,58,0,2,0
5,0,56,0,1,1
4,0,49,0,0,1
5,0,57,0,1,5
7,0,51,0,1,1
4,0,59,0,0,1
7,0,65,0,0,1
4,0,57,0,1,5
7,0,69,0,2,1
5,0,54,0,2,1
13,0,57,0,1,1
24,0,48,0,1,1
5,0,50,0,0,1
10,0,53,0,3,1
4,0,63,0,1,1
5,0,51,0,1,1
13,0,62,0,10,1
8,0,56,0,1,4
4,0,49,0,1,0
3,0,56,0,1,0
4,0,47,0,0,1
4,0,55,0,2,1
4,0,49,0,1,1
6,0,52,0,1,1
4,0,53,0,1,0
19,0,52,0,1,0
4,0,54,0,1,1
9,0,54,0,0,1
4,0,62,0,1,2
13,0,58,0,0,1
4,0,48,0,1,0
8,0,52,0,1,1
4,0,53,0,2,2
4,0,50,0,1,1
4,0,44,0,0,1
4,0,52,0,0,1
4,0,46,0,1,0
3,0,57,0,1,0
4,0,55,0,1,1
7,0,67,0,1,0
5,0,59,0,1,1
13,0,72,0,2,2
6,0,55,0,1,1
7,0,55,0,1,0
16,0,60,0,1,0
8,0,61,0,0,1
3,0,45,0,1,0
4,0,51,0,0,1
4,0,51,0,1,1
6,0,53,0,0,1
4,0,53,0,1,0
3,0,61,0,0,1
4,0,43,0,1,0
4,0,57,0,1,0
4,0,47,0,1,0
3,0,50,0,0,1
4,0,55,0,2,1
4,0,58,0,1,0
3,0,55,0,0,1
4,0,46,0,1,0
4,0,54,0,2,1
4,0,51,0,1,0
4,0,45,0,1,0
4,0,57,0,1,1
5,0,56,0,0,1
4,0,59,0,0,1
4,0,41,0,0,1
4,0,56,0,1,0
11,0,74,0,2,0
4,0,57,0,1,3
5,0,61,0,1,0
5,0,49,0,2,0
3,0,50,0,1,0
20,0,61,0,3,1
3,0,50,0,0,0
9,0,59,0,1,0
4,0,59,0,2,0
4,0,50,0,1,0
