2,114,3
1,145,3
3,138,2
1,136,2
1,129,2
1,118,1
1,124,2
1,116,3
0,138,3
1,143,2
1,137,2
2,120,5
1,136,4
0,127,1
1,143,0
0,137,1
1,116,8
1,110,1
1,125,1
1,122,1
0,111,2
0,142,3
0,134,1
0,122,1
0,123,2
1,130,1
0,115,2
0,139,2
1,103,1
0,116,1
1,120,5
1,104,1
0,131,12
0,118,2
0,114,1
1,116,1
0,113,2
1,125,4
0,108,1
1,115,0
0,106,1
1,142,2
1,106,3
0,124,2
1,127,1
1,107,1
0,110,1
0,113,1
1,112,1
1,105,1
1,136,1
0,107,1
0,126,2
1,126,1
0,125,1
0,102,0
1,116,1
1,134,1
1,100,1
0,125,1
0,117,1
0,130,0
1,115,1
0,112,1
0,113,1
1,113,1
1,113,1
0,107,2
0,143,1
0,119,1
1,121,1
1,123,1
1,127,7
0,103,1
0,146,1
0,135,0
0,121,1
0,131,1
0,123,1
1,115,1
0,114,1
0,113,0
1,116,2
1,119,1
1,104,1
0,126,2
1,133,2
0,99,1
1,129,2
0,127,1
1,108,4
0,137,6
1,121,1
3,132,1
0,118,2
0,106,1
1,129,2
0,107,2
0,111,1
1,122,1
0,111,1
0,122,1
0,116,2
1,122,1
0,102,1
1,117,3
0,121,1
1,113,1
0,115,1
0,134,1
0,116,1
0,120,2
0,113,1
1,119,2
0,121,1
1,127,1
1,105,1
1,116,0
1,135,1
0,115,1
0,111,1
1,128,1
0,133,1
0,131,2
1,119,1
