2,121,14
1,138,8
1,143,4
4,139,5
0,118,2
1,155,2
1,109,5
2,122,2
0,123,3
0,117,11
0,125,1
1,125,3
0,120,8
1,127,3
1,153,3
1,119,2
1,128,3
0,120,2
0,118,4
0,149,3
0,126,2
0,136,3
0,129,3
0,122,3
0,129,3
1,120,3
1,107,2
0,117,2
0,138,2
0,118,5
0,135,2
0,116,3
0,132,2
1,120,3
1,131,2
0,136,4
1,130,2
1,124,3
0,114,7
0,120,3
0,121,2
1,116,2
0,124,2
0,140,3
1,116,3
0,157,4
0,112,2
0,123,3
0,132,14
0,129,2
1,115,3
0,120,3
0,122,4
0,123,2
0,130,3
0,136,2
0,125,5
0,112,12
0,112,2
0,112,3
0,124,4
0,131,3
0,155,3
0,116,2
0,143,2
1,129,3
0,132,2
1,117,3
0,113,2
1,130,2
0,128,2
0,116,3
0,112,5
0,127,4
0,131,2
0,154,3
1,112,2
0,123,4
1,108,3
1,152,2
0,114,3
0,139,3
0,137,2
1,127,8
1,141,5
1,112,2
0,121,2
1,119,3
1,132,2
0,115,2
1,129,2
0,126,5
0,171,2
0,117,2
1,124,2
0,116,3
1,161,2
0,126,4
0,128,3
1,118,2
0,122,16
0,104,2
1,129,3
0,120,2
0,113,12
0,131,4
0,108,2
1,129,3
1,111,3
0,146,3
0,117,3
1,129,2
0,123,3
0,144,2
0,109,3
0,144,2
0,103,2
0,127,2
