2,100,14
1,166,2
1,131,1
1,129,2
0,112,1
1,166,2
1,127,1
1,142,26
0,140,8
1,120,2
0,143,5
0,124,2
1,120,1
1,147,1
1,146,8
0,130,2
0,133,1
1,124,5
0,130,1
1,178,2
1,122,1
1,129,2
0,125,3
0,136,1
1,107,1
1,155,8
0,136,5
1,121,2
1,156,1
1,118,1
0,139,2
0,113,12
3,139,2
1,126,1
0,116,1
1,145,1
0,148,2
1,122,1
0,138,1
1,137,8
0,128,0
1,106,7
0,146,1
0,137,2
1,165,1
0,136,1
0,127,1
1,132,0
1,126,1
1,136,1
0,121,1
0,147,1
1,126,1
1,134,6
1,141,1
0,134,2
0,151,1
0,123,2
1,131,1
0,119,3
0,120,1
1,134,3
0,141,1
1,151,1
1,134,1
1,119,1
1,124,1
0,127,0
0,134,2
1,125,1
1,166,1
0,125,2
1,111,0
1,156,3
0,119,1
0,173,1
1,121,1
0,101,1
13,114,5
1,120,2
1,161,0
0,119,1
1,109,5
1,141,1
1,124,1
1,123,1
0,119,1
2,118,1
1,117,1
0,119,1
0,137,1
1,132,3
1,139,1
0,105,1
1,131,1
1,122,0
0,120,4
0,135,3
0,110,1
0,120,1
1,116,1
1,117,1
0,131,5
0,128,1
1,156,1
1,123,1
1,121,1
0,123,1
0,104,0
2,169,1
0,106,13
0,158,3
1,115,1
1,111,1
0,134,1
1,122,2
2,128,1
1,99,1
0,112,1
1,123,2
0,113,8
0,148,1
1,122,1
0,130,1
1,115,1
0,144,1
1,106,0
1,125,0
