2,81,3
1,163,2
1,120,3
1,118,4
0,173,8
0,118,7
1,111,2
1,125,3
1,112,1
1,130,1
0,120,3
1,116,2
1,120,1
0,116,1
0,119,1
0,156,2
1,127,2
0,131,1
1,115,2
0,110,2
1,122,2
1,153,2
1,128,4
0,122,2
1,119,2
0,116,1
1,134,2
0,128,1
1,99,1
0,129,2
0,119,3
0,124,2
0,160,2
10,116,1
1,107,1
0,125,2
0,114,1
0,110,1
0,107,2
0,114,2
0,124,2
0,103,2
0,110,2
1,139,2
1,103,1
0,113,3
1,141,7
0,111,4
0,109,1
0,120,1
0,114,1
0,123,4
0,108,2
0,141,2
0,131,3
0,130,1
0,107,2
0,112,13
1,114,1
0,155,1
0,106,1
0,113,1
0,126,1
0,106,2
1,124,1
0,115,4
1,108,2
0,119,3
1,112,2
0,115,2
1,132,2
0,107,2
0,118,1
0,129,1
1,108,2
0,130,3
0,113,2
0,119,3
1,113,2
1,112,1
0,112,1
1,167,3
0,115,1
0,120,2
1,107,2
0,114,1
0,125,4
0,121,2
0,104,1
1,114,1
1,120,1
0,135,1
0,151,1
0,112,2
0,137,1
0,118,2
0,111,1
0,119,4
1,134,2
1,122,2
0,128,1
0,114,1
1,120,1
0,138,1
1,110,1
0,126,1
0,119,2
1,114,1
0,138,1
0,122,1
0,103,2
1,111,1
1,122,1
0,114,1
0,135,1
1,129,1
1,117,1
1,116,1
1,113,1
1,146,2
1,128,1
0,120,2
2,129,2
0,134,2
0,120,1
1,143,1
5,114,1
