0,75,1
1,125,2
0,127,3
0,117,1
1,127,4
0,141,0
0,115,1
0,119,1
0,116,1
0,134,6
0,108,2
0,144,3
1,116,0
1,109,0
1,103,8
1,124,11
1,138,1
0,143,1
1,152,1
0,129,1
0,114,1
0,114,1
0,116,1
0,119,1
0,106,1
0,115,1
0,121,2
0,119,1
1,115,1
0,110,1
1,108,1
0,114,1
0,117,0
1,140,2
0,119,1
0,120,1
0,150,1
1,116,1
0,122,1
0,117,1
1,123,1
1,107,4
1,125,1
0,120,1
1,114,1
0,111,0
1,137,0
1,100,1
1,110,1
0,105,0
0,102,1
0,109,1
0,116,0
0,122,1
1,119,1
1,127,1
0,134,1
1,122,0
1,111,1
1,142,1
1,118,1
1,115,3
1,114,1
0,118,0
0,109,0
0,116,0
0,115,1
1,112,0
1,123,0
4,113,1
0,122,1
1,96,2
0,121,0
1,129,1
0,108,0
1,122,1
0,144,2
1,139,1
1,118,1
1,131,0
1,127,1
0,123,1
1,119,1
0,120,1
0,114,1
0,104,0
1,111,1
0,115,1
1,115,1
1,119,2
0,115,0
1,119,1
0,109,1
1,110,1
1,115,0
1,110,1
1,108,1
0,109,1
0,117,1
1,122,1
1,112,1
1,122,1
1,109,1
1,101,1
0,114,1
0,114,1
1,109,1
0,107,1
1,115,6
0,128,1
1,127,0
0,123,1
0,120,1
1,119,1
0,117,1
0,134,1
0,111,1
0,103,0
1,129,1
0,121,1
