,request_time,edge,response_code
0,110.01896,edge1,200
1,34.887726,edge1,200
2,33.86857,edge1,200
3,35.144578,edge1,200
4,35.192311,edge1,200
5,34.429256,edge1,200
6,34.413779,edge1,200
7,33.304063,edge1,200
8,34.420643,edge1,200
9,35.188351,edge1,200
10,38.035855,edge1,200
11,34.193518,edge1,200
12,34.991563,edge1,200
13,35.209024,edge1,200
14,34.799035,edge1,200
15,32.56964,edge1,200
16,33.401554,edge1,200
17,36.248147,edge1,200
18,35.553884,edge1,200
19,36.396453,edge1,200
20,36.329304,edge1,200
21,35.686731,edge1,200
22,36.411342,edge1,200
23,34.765555,edge1,200
24,34.324026,edge1,200
25,35.016393,edge1,200
26,34.975995,edge1,200
27,34.206901,edge1,200
28,34.693028,edge1,200
29,34.918091,edge1,200
30,34.816401,edge1,200
31,35.075841,edge1,200
32,34.441976,edge1,200
33,35.743405,edge1,200
34,35.383333,edge1,200
35,33.535127,edge1,200
36,35.020495,edge1,200
37,35.972747,edge1,200
38,34.600236,edge1,200
39,34.120854,edge1,200
40,34.607387,edge1,200
41,35.061975,edge1,200
42,37.199778,edge1,200
43,33.844218,edge1,200
44,35.326624,edge1,200
45,35.500908,edge1,200
46,34.089594,edge1,200
47,34.732235,edge1,200
48,36.794616,edge1,200
49,34.854404,edge1,200
50,34.443675,edge1,200
51,34.046058,edge1,200
52,34.304375,edge1,200
53,35.452891,edge1,200
54,35.126571,edge1,200
55,35.220879,edge1,200
56,34.129509,edge1,200
57,35.140522,edge1,200
58,36.375435,edge1,200
59,34.483722,edge1,200
60,35.570109,edge1,200
61,34.024416,edge1,200
62,35.689357,edge1,200
63,36.623385,edge1,200
64,36.120289,edge1,200
65,35.936253,edge1,200
66,35.515542,edge1,200
67,36.354632,edge1,200
68,33.148762,edge1,200
69,36.808963,edge1,200
70,35.840746,edge1,200
71,35.074635,edge1,200
72,32.984094,edge1,200
73,33.880299,edge1,200
74,36.07054,edge1,200
75,35.954052,edge1,200
76,35.965332,edge1,200
77,36.432241,edge1,200
78,36.561274,edge1,200
79,34.828512,edge1,200
80,34.386886,edge1,200
81,37.609629,edge1,200
82,35.272559,edge1,200
83,36.826461,edge1,200
84,35.722049,edge1,200
85,35.379842,edge1,200
86,36.644878,edge1,200
87,36.366173,edge1,200
88,34.725569,edge1,200
89,35.911388,edge1,200
90,36.073784,edge1,200
91,33.94145,edge1,200
92,35.854199,edge1,200
93,34.441642,edge1,200
94,34.376466,edge1,200
95,36.778486,edge1,200
96,36.20839,edge1,200
97,34.523488,edge1,200
98,35.277203,edge1,200
99,34.50972,edge1,200
100,36.714895,edge1,200
101,34.925534,edge1,200
102,34.385005,edge1,200
103,36.186998,edge1,200
104,34.703182,edge1,200
105,34.622778,edge1,200
106,35.293409,edge1,200
107,35.222784,edge1,200
108,33.960577,edge1,200
109,35.017796,edge1,200
110,36.670609,edge1,200
111,33.700891,edge1,200
112,34.796711,edge1,200
113,34.425871,edge1,200
114,34.064535,edge1,200
115,34.143082,edge1,200
116,33.748627,edge1,200
117,33.658927,edge1,200
118,35.83088,edge1,200
119,34.696347,edge1,200
120,35.071798,edge1,200
121,35.041998,edge1,200
122,34.120294,edge1,200
123,34.870014,edge1,200
124,35.644576,edge1,200
125,33.18329,edge1,200
126,34.101474,edge1,200
127,34.500618,edge1,200
128,35.046737,edge1,200
129,32.901625,edge1,200
130,33.558057,edge1,200
