,request_time,edge,response_code
0,54.292586,cloud,200
1,37.717708,cloud,200
2,37.826771,cloud,200
3,38.247202,cloud,200
4,38.071661,cloud,200
5,36.990175,cloud,200
6,39.732087,cloud,200
7,37.988099,cloud,200
8,39.190388,cloud,200
9,41.150251,cloud,200
10,38.119604,cloud,200
11,37.164756,cloud,200
12,37.617052,cloud,200
13,36.281694,cloud,200
14,37.76687,cloud,200
15,37.818698,cloud,200
16,35.825581,cloud,200
17,38.774698,cloud,200
18,38.536994,cloud,200
19,39.138952,cloud,200
20,39.106593,cloud,200
21,36.722919,cloud,200
22,37.46759,cloud,200
23,37.598369,cloud,200
24,37.432684,cloud,200
25,39.683861,cloud,200
26,38.693244,cloud,200
27,38.260496,cloud,200
28,37.15708,cloud,200
29,38.526746,cloud,200
30,39.005193,cloud,200
31,39.46118,cloud,200
32,41.013877,cloud,200
33,39.044786,cloud,200
34,39.456274,cloud,200
35,38.264305,cloud,200
36,35.100175,cloud,200
37,38.055678,cloud,200
38,37.262372,cloud,200
39,38.112558,cloud,200
40,36.235505,cloud,200
41,39.931118,cloud,200
42,36.169932,cloud,200
43,36.578498,cloud,200
44,37.817934,cloud,200
45,37.42083,cloud,200
46,37.478208,cloud,200
47,39.596271,cloud,200
48,36.873612,cloud,200
49,38.199215,cloud,200
50,36.583343,cloud,200
51,39.252017,cloud,200
52,40.200508,cloud,200
53,37.255348,cloud,200
54,37.516657,cloud,200
55,37.692462,cloud,200
56,37.481937,cloud,200
57,38.318112,cloud,200
58,37.686709,cloud,200
59,39.085876,cloud,200
60,38.692491,cloud,200
61,36.667155,cloud,200
62,38.285001,cloud,200
63,38.563967,cloud,200
64,38.011228,cloud,200
65,38.746628,cloud,200
66,37.579737,cloud,200
67,38.552226,cloud,200
68,40.052244,cloud,200
69,37.491895,cloud,200
70,38.958184,cloud,200
71,38.388158,cloud,200
72,38.118282,cloud,200
73,38.211435,cloud,200
74,38.673016,cloud,200
75,37.974172,cloud,200
76,38.397581,cloud,200
77,38.106215,cloud,200
78,37.95969,cloud,200
79,40.179943,cloud,200
80,39.998281,cloud,200
81,40.053394,cloud,200
82,38.670965,cloud,200
83,41.358807,cloud,200
84,35.770853,cloud,200
85,37.039564,cloud,200
86,36.343495,cloud,200
87,36.000017,cloud,200
88,37.750108,cloud,200
89,39.202793,cloud,200
90,35.016057,cloud,200
91,36.934527,cloud,200
92,37.698236,cloud,200
93,37.314519,cloud,200
94,37.29022,cloud,200
95,38.054213,cloud,200
96,37.49815,cloud,200
