,request_time,edge,response_code
0,114.831621,cloud,200
1,102.926369,cloud,200
2,98.447677,cloud,200
3,99.719525,cloud,200
4,98.507265,cloud,200
5,101.915914,cloud,200
6,99.818485,cloud,200
7,97.7885,cloud,200
8,99.030855,cloud,200
9,99.069144,cloud,200
10,99.764888,cloud,200
11,99.53885,cloud,200
12,98.907199,cloud,200
13,101.140522,cloud,200
14,99.573984,cloud,200
15,96.471299,cloud,200
16,99.022391,cloud,200
17,97.198451,cloud,200
18,111.345035,cloud,200
19,99.476788,cloud,200
20,101.296672,cloud,200
21,97.680079,cloud,200
22,98.75297,cloud,200
23,96.681902,cloud,200
24,97.115322,cloud,200
25,99.812746,cloud,200
26,98.188497,cloud,200
27,99.144184,cloud,200
28,96.877299,cloud,200
29,98.108373,cloud,200
30,104.534867,cloud,200
31,98.860708,cloud,200
32,97.854534,cloud,200
33,95.102168,cloud,200
34,97.484611,cloud,200
35,100.429848,cloud,200
36,97.427953,cloud,200
37,96.502498,cloud,200
38,99.49124,cloud,200
39,98.041221,cloud,200
40,97.765934,cloud,200
41,99.000699,cloud,200
42,97.745825,cloud,200
43,97.570445,cloud,200
44,98.305226,cloud,200
45,99.268008,cloud,200
46,98.070519,cloud,200
47,95.821722,cloud,200
48,97.28577,cloud,200
49,99.095722,cloud,200
50,99.954377,cloud,200
51,96.804686,cloud,200
52,98.907513,cloud,200
53,97.43167,cloud,200
54,98.703464,cloud,200
55,98.489454,cloud,200
56,99.447596,cloud,200
57,96.773788,cloud,200
58,98.154,cloud,200
59,99.105197,cloud,200
60,100.397275,cloud,200
61,97.427661,cloud,200
62,96.554196,cloud,200
63,98.543703,cloud,200
64,97.122687,cloud,200
65,98.259169,cloud,200
66,99.036378,cloud,200
67,97.760696,cloud,200
68,99.462191,cloud,200
69,96.75369,cloud,200
70,99.601815,cloud,200
71,97.209686,cloud,200
72,99.452902,cloud,200
73,100.199881,cloud,200
74,97.210434,cloud,200
75,96.657198,cloud,200
76,98.616466,cloud,200
77,99.207951,cloud,200
78,100.311366,cloud,200
79,99.445133,cloud,200
80,97.484038,cloud,200
81,97.89173,cloud,200
82,97.624237,cloud,200
83,97.512442,cloud,200
84,100.547655,cloud,200
85,96.883181,cloud,200
86,98.628904,cloud,200
87,98.69453,cloud,200
88,96.996353,cloud,200
89,100.910774,cloud,200
90,101.263044,cloud,200
91,99.2239,cloud,200
92,96.448719,cloud,200
93,100.929774,cloud,200
94,98.606539,cloud,200
95,98.729481,cloud,200
96,99.862681,cloud,200
97,96.804101,cloud,200
98,98.330477,cloud,200
99,100.534457,cloud,200
