17,0,82,0,9,2
8,0,56,0,1,40
4,0,56,0,1,2
4,0,51,0,1,1
4,0,47,0,1,1
5,0,57,0,1,1
3,0,51,0,1,0
6,0,41,0,0,1
4,0,51,0,1,1
4,0,51,0,0,1
4,0,47,0,1,2
3,0,49,0,1,0
7,0,45,0,2,1
3,0,48,0,1,1
3,0,47,0,1,1
3,0,50,0,1,0
3,0,46,0,0,1
3,0,52,0,1,0
3,0,50,0,1,1
3,0,53,0,1,1
3,0,49,0,1,1
4,0,47,0,1,1
3,0,45,0,0,1
3,0,52,0,1,1
3,0,61,0,2,1
3,0,47,0,1,1
3,0,52,0,1,1
6,0,56,0,1,1
4,0,48,0,1,1
4,0,54,0,1,1
4,0,51,0,0,1
4,0,43,0,1,1
8,0,46,0,0,1
3,0,50,0,1,0
4,0,48,0,1,1
4,0,48,0,0,1
4,0,49,0,0,1
10,0,43,0,1,1
5,0,56,0,0,1
4,0,50,0,1,1
3,0,56,0,1,1
3,0,49,0,1,0
3,0,51,0,1,1
4,0,51,0,1,1
3,0,50,0,1,1
4,0,51,0,0,5
3,0,54,0,0,1
3,0,44,0,0,1
13,0,48,0,1,1
3,0,49,0,1,1
3,0,48,0,1,1
4,0,52,0,1,0
3,0,51,0,1,1
3,0,54,0,1,1
7,0,58,0,1,0
4,0,49,0,1,1
4,0,45,0,0,1
3,0,47,0,0,1
3,0,53,0,1,1
7,0,45,0,0,1
4,0,49,0,1,1
3,0,47,0,1,1
3,0,46,0,1,1
3,0,49,0,1,1
3,0,55,0,1,1
3,0,57,0,2,1
3,0,52,0,1,0
4,0,48,0,0,1
4,0,48,0,1,1
4,0,48,0,1,1
4,0,47,0,1,0
4,0,46,0,1,1
3,0,56,0,0,1
3,0,48,0,1,1
3,0,47,0,1,1
3,0,48,0,1,0
3,0,50,0,0,1
8,0,46,0,1,1
3,0,61,0,1,0
3,0,58,0,0,8
6,0,55,0,1,1
3,0,59,0,5,1
7,0,54,0,1,1
3,0,48,0,1,0
3,0,57,0,1,1
4,0,53,0,1,1
4,0,51,0,0,1
3,0,56,0,1,0
7,0,57,0,0,1
3,0,47,0,1,1
3,0,46,0,1,1
3,0,54,0,1,1
5,0,46,0,1,1
5,0,47,0,0,2
3,0,62,0,0,1
4,0,53,0,1,1
4,0,46,0,1,3
4,0,49,0,0,1
3,0,55,0,1,1
4,0,49,0,1,0
3,0,45,0,1,1
8,0,44,0,0,1
3,0,45,0,1,0
3,0,50,0,4,0
3,0,54,0,2,1
3,0,59,0,2,1
4,0,49,0,1,0
3,0,49,0,1,0
3,0,51,0,1,1
3,0,39,0,0,1
3,0,49,0,1,1
3,0,46,0,1,0
3,0,55,0,1,1
3,0,49,0,1,0
4,0,52,0,0,1
3,0,47,0,1,0
3,0,49,0,1,2
23,0,48,0,1,0
3,0,47,0,1,1
3,0,49,0,1,0
5,0,53,0,1,1
3,0,51,0,0,1
3,0,53,0,0,1
7,0,53,0,1,0
3,0,49,0,1,0
3,0,45,0,1,0
3,0,51,0,1,0
3,0,49,0,1,0
6,0,45,0,1,1
4,0,55,0,5,8
4,0,46,0,1,0
