,request_time,edge,response_code
0,50.548489,edge3,503
1,17.947534,edge3,200
2,15.632397,edge3,200
3,14.415255,edge3,200
4,15.307735,edge3,200
5,14.463432,edge3,200
6,14.320676,edge3,200
7,16.205493,edge3,200
8,16.389188,edge3,200
9,15.847502,edge3,200
10,17.056804,edge3,200
11,14.630556,edge3,200
12,16.593601,edge3,200
13,16.221154,edge3,200
14,14.525066,edge3,200
15,14.303705,edge3,200
16,15.010554,edge3,200
17,15.226967,edge3,200
18,14.739188,edge3,200
19,14.025345,edge3,200
20,14.927612,edge3,200
21,15.316473,edge3,200
22,17.323541,edge3,200
23,14.935456,edge3,200
24,15.611027,edge3,200
25,16.341101,edge3,200
26,17.34233,edge3,200
27,15.579464,edge3,200
28,18.394098,edge3,200
29,16.167855,edge3,200
30,17.316279,edge3,200
31,15.721673,edge3,200
32,15.535479,edge3,200
33,14.81959,edge3,200
34,15.406967,edge3,200
35,16.138437,edge3,200
36,15.297797,edge3,200
37,15.052604,edge3,200
38,14.40356,edge3,200
39,15.912383,edge3,200
40,15.073999,edge3,200
41,15.569857,edge3,200
42,14.650205,edge3,200
43,15.777414,edge3,200
44,14.455428,edge3,200
45,16.546373,edge3,200
46,14.117733,edge3,200
47,14.9034,edge3,200
48,14.909554,edge3,200
49,15.653575,edge3,200
50,15.237569,edge3,200
51,15.314999,edge3,200
52,16.237926,edge3,200
53,16.197069,edge3,200
54,16.164772,edge3,200
55,15.988354,edge3,200
56,14.560123,edge3,200
57,16.188389,edge3,200
58,15.784704,edge3,200
59,15.299274,edge3,200
60,15.934541,edge3,200
61,17.985005,edge3,200
62,16.387978,edge3,200
63,16.079002,edge3,200
64,14.398178,edge3,200
65,16.529234,edge3,200
66,15.439996,edge3,200
67,14.356328,edge3,200
68,15.26778,edge3,200
69,15.368485,edge3,200
70,15.285204,edge3,200
71,14.511824,edge3,200
72,16.231663,edge3,200
73,15.118258,edge3,200
74,16.984607,edge3,200
75,15.892141,edge3,200
76,15.131589,edge3,200
77,16.014109,edge3,200
78,15.064553,edge3,200
79,15.947277,edge3,200
80,15.646633,edge3,200
81,16.610813,edge3,200
82,15.783736,edge3,200
83,15.783799,edge3,200
84,15.556987,edge3,200
85,16.339163,edge3,200
86,15.375502,edge3,200
87,16.40016,edge3,200
88,16.1131,edge3,200
89,15.044764,edge3,200
90,14.719361,edge3,200
91,15.239573,edge3,200
92,15.317808,edge3,200
93,16.505598,edge3,200
94,17.196169,edge3,200
95,14.57747,edge3,200
96,15.227852,edge3,200
97,14.784307,edge3,200
98,13.649635,edge3,200
99,13.557563,edge3,200
100,15.275633,edge3,200
101,15.274383,edge3,200
102,15.23455,edge3,200
103,14.203829,edge3,200
104,16.194216,edge3,200
105,14.743161,edge3,200
106,15.949626,edge3,200
107,14.439511,edge3,200
108,14.4113,edge3,200
109,16.842359,edge3,200
110,15.904142,edge3,200
111,15.207104,edge3,200
112,15.273806,edge3,200
113,14.816978,edge3,200
114,16.372172,edge3,200
115,14.259174,edge3,200
116,15.265674,edge3,200
117,16.387603,edge3,200
118,14.478516,edge3,200
119,16.233454,edge3,200
120,15.901985,edge3,200
121,16.015795,edge3,200
122,15.173074,edge3,200
123,15.737898,edge3,200
124,17.042214,edge3,200
125,15.704014,edge3,200
126,16.668328,edge3,200
127,16.850219,edge3,200
128,15.632291,edge3,200
129,15.800624,edge3,200
130,24.545663,edge3,200
131,15.202913,edge3,200
132,16.259199,edge3,200
133,16.70147,edge3,200
134,16.084587,edge3,200
135,15.682338,edge3,200
136,16.065799,edge3,200
137,16.810773,edge3,200
138,14.509569,edge3,200
139,14.849093,edge3,200
140,17.153937,edge3,200
141,16.053498,edge3,200
142,14.942551,edge3,200
143,14.679916,edge3,200
144,16.253243,edge3,200
145,15.266418,edge3,200
146,15.614885,edge3,200
147,16.065235,edge3,200
148,15.871849,edge3,200
149,15.633766,edge3,200
150,16.064627,edge3,200
151,15.295185,edge3,200
152,15.289785,edge3,200
153,16.434499,edge3,200
154,15.664322,edge3,200
155,15.802644,edge3,200
156,14.761305,edge3,200
157,14.610405,edge3,200
158,14.785676,edge3,200
159,15.463763,edge3,200
160,14.654344,edge3,200
161,16.691138,edge3,200
162,15.65358,edge3,200
163,16.402647,edge3,200
164,15.962773,edge3,200
165,16.129948,edge3,200
166,17.179121,edge3,200
167,15.79018,edge3,200
168,15.383594,edge3,200
169,14.353564,edge3,200
170,15.588744,edge3,200
171,14.580193,edge3,200
172,14.933783,edge3,200
173,15.935164,edge3,200
174,14.532071,edge3,200
175,15.656898,edge3,200
176,16.004172,edge3,200
177,16.635652,edge3,200
178,24.152584,edge3,200
179,14.666627,edge3,200
